name,city,state,type,fees_ug_inr,placement_avg_lpa,rating,nirf_rank
L.D. College of Engineering,Ahmedabad,Gujarat,Government,1280,10,8.1,
Lady Hardinge Medical College,New Delhi,Delhi NCR,Government,1655,6.5,7,
Lakhmi Chand Institute of Technology,,Chhattisgarh,Engineering,71230,5.1,7.2,
Lakshmi Narain College of Technology,Bhopal,Madhya Pradesh,Private,48600,12,5.7,
Langat Singh College,Muzaffarpur,Bihar,Private,855,5,6,
Law College Dehradun,Dehradun,Uttarakhand,Private,164850,6.5,6.5,
"Lingaya's Vidyapeeth, Faridabad",,Haryana,Engineering,134500,7.3,7.8,
LJ University,Ahmedabad,Gujarat,Private,103000,15,8,
Lloyd Law College,Greater Noida,Uttar Pradesh,Private,900000,6.5,6.5,
LLRM Medical College,Meerut,Uttar Pradesh,Government,43000,6.5,7,
"LM Thapar School of Management, Derabassi",Chandigarh,Chandigarh,Private,670000,24.81,8.5,
LNCT University,Bhopal,Madhya Pradesh,Private,60000,6.5,9,
Loknayak Jai Prakash Institute Of Technology,,Bihar,Engineering,150000,6.3,7.9,
"Longowal Polytechnic College, Chandigarh",,Chandigarh,Engineering,150000,6,6.5,
Lovely Professional University,Phagwara,Punjab,University,349000,7,7.5,27
LPU Online,Jalandhar,Punjab,Private,100000,7.25,6.5,
LR Group of Institutes,Solan,Himachal Pradesh,Private,85820,8,6.5,
LR Institute of Engineering and Technology,Solan,Himachal Pradesh,Private,296000,6,6.5,
"LR Institute of Engineering and Technology, Solan",,Himachal Pradesh,Engineering,296000,5,6.4,
Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,University,275200,9,7,94
Madhav University,Gwalior,Rajasthan,Engineering,70000,7.3,7.8,
Madhubani Medical College,Madhubani,Bihar,Private,5400000,6.5,6.5,
Madurai Kamaraj University,Madurai,Tamil Nadu,University,200000,7,7,63
Maharaja Agrasen Himalayan Garhwal University,Garhwal,Uttarakhand,Private,20000,6.5,6.5,
Maharaja Agrasen University,Solan,Himachal Pradesh,Private,133800,7.5,7.5,
"Maharaja Ranjit Singh Punjab Technical University, Bathinda",,Punjab,Engineering,170600,8.1,8.2,
Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,Government,10900,6.5,7,
Maharaja Surajmal Institute of Technology,,Delhi NCR,Engineering,135300,7.7,7.3,
Maharana Pratap Government College,Una,Himachal Pradesh,Government,725,6.5,7,
Maharana Pratap University of Agriculture and Technology,,Rajasthan,Engineering,87800,7.9,8,
Maharani Laxmi Bai Medical College,Jhansi,Uttar Pradesh,Government,42000,6.5,7,
Maharishi Markandeshwar (Deemed to be University),Ambala,Haryana,University,1883300,7,7,71
Maharshi Dayanand University,Rohtak,Haryana,Government,4962,6.5,7,
Mahatma Gandhi Government Engineering College,,Himachal Pradesh,Engineering,120000,4,5.8,
Mahatma Gandhi Medical College and Hospital,Jaipur,Rajasthan,Private,2250000,6.5,6.5,
Mahatma Gandhi Memorial Medical College,Indore,Madhya Pradesh,Government,118000,6.5,7,
Mahatma Gandhi University,Kottayam,Kerala,University,16000,7.3,7,37
Mahatma Jyotiba Phule Rohilkhand University,Bareilly,Uttar Pradesh,Government,20900,6.5,7,
"Mahindra University, Hyderabad",,Telangana,Engineering,470000,7.8,8.8,
Malaviya National Institute of Technology,Jaipur,Rajasthan,Government,345187,12,8.2,
Malla Reddy Engineering College,,Telangana,Engineering,103000,7.1,7.4,
Manakula Vinayagar Institute of Technology,,Puducherry,Engineering,244000,7.5,7.4,
Manav Bharti University,Solan,Himachal Pradesh,Private,25000,6.5,6.2,
Manav Rachna International Institute Of Research And,,Delhi NCR,Engineering,181500,6.5,7.2,
Manav Rachna International Institute of Research and Studies,Faridabad,Haryana,University,200500,7,7,92
Manav Rachna University,,Haryana,Engineering,244000,7.3,7.8,
"Manav Rachna University, Faculty of Engineering",Faridabad,Haryana,Private,5240000,34,8.5,
Mangalam College of Engineering Ettumanoor,,Kerala,Engineering,75000,6.4,6.9,
Manipal Academy of Higher Education,,Karnataka,Engineering,335000,7.8,8.4,
"Manipal Academy of Higher Education, Manipal",Manipal,Karnataka,University,200000,10.5,8.3,4
Manipal University,Jaipur,Rajasthan,Private,350000,10.5,8.4,
"Manipal University, Jaipur",Jaipur,Rajasthan,University,200000,8,7,64
Manipur Technical University,,Manipur,Engineering,63000,6,8.3,
Manipur University,,Manipur,Engineering,61250,7.2,8.1,
"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,University,200000,6.5,7,93
Mar Athanasius College of Engineering,,Kerala,Engineering,8225,8.1,8.4,
Marian Engineering College,,Kerala,Engineering,96050,7.9,7.8,
Marwari College,Bhagalpur,Bihar,Private,1196,7,6.5,
"Maryland Institute of Technology And Management, Jamshedpur",,Jharkhand,Engineering,62000,6.3,6.8,
"Masterpro Institute of Technology, Srinagar",,Jammu,Engineering,150000,6,6.5,
Masters' Union,Gurgaon,Haryana,Private,3400384,18,6.5,
Mata Gujri Memorial Medical College & Lions Seva Kendra Hospital,Kishanganj,Bihar,Private,1113000,6.5,6.5,
Mata Gujri University,Kishanganj,Bihar,Private,121000,6.5,6.5,
"Matrusri Engineering College, Hyderabad",,Telangana,Engineering,90000,7,7,
Maulana Abul Kalam Azad University of Technology,,West Bengal,Engineering,49000,7.7,7.7,
Maulana Azad College of Engineering and Technology,Bhopal,Bihar,Engineering,70000,3.5,5.4,
Maulana Azad Medical College,New Delhi,Delhi NCR,Government,4445,6.5,7,
Maya Devi University,Dehradun,Uttarakhand,Private,66000,43.6,8.5,
MBS College of Engineering and Technology,Jammu,Jammu & Kashmir,Private,49000,6.5,6.5,
"MBS College of Engineering and Technology, Jammu",,Jammu,Engineering,49000,3.8,5.7,
MDI Gurgaon,Gurugram,Haryana,Private,1670000,26.2,6.5,
"MEA Engineering College, Malappuram",,Kerala,Engineering,75000,6.6,8.2,
Medical College Baroda,Vadodara,Gujarat,Government,29325,6.5,7,
Mehr Chand Mahajan Dayanand Anglo Vedic College for Women,Chandigarh,Chandigarh,Private,31715,5,6,
"Mepco Schlenk Engineering College, Sivakasi",,Tamil Nadu,Engineering,134000,7.9,8.1,
MICA Ahmedabad,Ahmedabad,Gujarat,Private,1100000,40.91,8.5,
Millia Institute of Technology,,Bihar,Engineering,81050,5.5,6.9,
"MIT University, Shillong",,Meghalaya,Engineering,135000,4.5,3.8,
MIT World Peace University,,Maharashtra,Engineering,310000,7.7,8,
"Mizoram Polytechnic, Lunglei",,Mizoram,Engineering,5550,6,6.5,
Mizoram University,Aizawl,Mizoram,University,39150,5.5,7,77
"Mizoram University, School of Engineering and Technology",,Mizoram,Engineering,29000,5.5,5.7,
"MKSSS's Cummins College of Engineering for Women,",,Maharashtra,Engineering,180836,9,8.3,
MLR Institute of Technology,,Telangana,Engineering,96000,8,8.3,
Model Institute of Engineering and Technology,Jammu,Jammu & Kashmir,Private,113350,18,8,
Modern Vidya Niketan,,Haryana,Engineering,135000,6.8,7,
Mody University,Sikar,Rajasthan,Private,229000,32.88,8.5,
"Monad University, Hapur",,Uttar Pradesh,Engineering,151000,8.2,8,
"Morph Academy, Chandigarh",,Chandigarh,Engineering,170000,8.5,8.3,
MotherHood University,Roorkee,Uttarakhand,Private,37000,6.5,6.5,
"MotherHood University, Roorkee",,Uttarakhand,Engineering,71650,8,8,
Moti Lal Nehru Medical College,Allahabad,Uttar Pradesh,Government,135000,6.5,7,
Motihari College of Engineering,Motihari,Bihar,Government,105000,5.5,6.7,
Motilal Nehru College (Evening),New Delhi,Delhi NCR,Government,12290,6.5,7,
"Motilal Nehru Government Polytechnic College, Pondicherry",,Puducherry,Engineering,150000,6,6.5,
Mount Carmel College,Bangalore,Karnataka,Private,119400,21.5,8.5,
MS Ramaiah Institute of Technology,Bangalore,Karnataka,Private,330000,10,8,
Mukesh Patel School of Technology Management and,,Maharashtra,Engineering,452000,8.1,8.2,
Mumbai University,Mumbai,Maharashtra,University,200000,9,7,61
Muzaffarpur Institute of Technology,Muzaffarpur,Bihar,Government,5530,9,7.1,
Mysore University,Mysuru,Karnataka,University,200000,7,7,54
"Nagaland University, Zunhebotto",,Nagaland,Engineering,26960,7.8,8.1,
Nalanda College of Engineering,Chandi,Bihar,Government,13920,8.6,8.1,
Nalanda Medical College,Patna,Bihar,Government,27600,6.5,7,
NALSAR Hyderabad,Hyderabad,Telangana,NLU,198000,18,8.8,3
Namo Medical Education & Research Institute,Silvassa,Gujarat,Government,58100,6.5,7,
NANDKUMAR SINGH CHOUHAN GOVERNMENT MEDICAL COLLEGE,Khandwa,Madhya Pradesh,Government,126950,6.5,7,
Narayan Medical College & Hospital,Rohtas,Bihar,Private,1475000,6.5,6.5,
Narayana Business School,Ahmedabad,Gujarat,Private,985000,20,8.5,
Narsee Monjee Institute of Management Studies,Chandigarh,Chandigarh,Private,150000,22,8.5,
Narula Institute of Technology,,West Bengal,Engineering,129800,7.8,8,
National Centre for Antarctic and Ocean Research,,Goa,Engineering,150000,6,9.2,
National Council For Hotel Management and Catering Technology,Noida,Uttar Pradesh,Government,125915,6.5,7,
National Institute of Electronics & Information Technology,,Kerala,Engineering,60000,8.8,8.4,
National Institute of Fashion Technology Mumbai,Mumbai,Maharashtra,Government,120000,6.5,7,
National Institute of Fashion Technology Patna,Patna,Bihar,Government,347900,6.5,7,
National Institute of Food Technology Entrepreneurship and,,Delhi NCR,Engineering,171550,8.5,8.1,
National Institute of Foundry & Forge Technology,,Jharkhand,Engineering,47450,8.8,8.4,
National Institute of Industrial Engineering,,Maharashtra,Engineering,598000,9.3,9,
National Institute of Mental Health and Neuro Sciences,Bangalore,Karnataka,Government,91150,6.5,7,
National Institute of Oceanography,,Goa,Engineering,14000,8.3,8.8,
National Institute of Pharmaceutical Education and Research,Mohali,Punjab,Government,140348,6.5,7,
National Institute of Science and Technology,,Odisha,Engineering,121500,7.8,7.9,
National Institute of Technical Teachers Training and,,Haryana,Engineering,44696,7.7,7.7,
National Institute of Technical Teachers Training and Research,Chandigarh,Chandigarh,Government,75500,6.5,7,
National Institute of Technology Uttarakhand,Srinagar Garhwal,Uttarakhand,Government,162043,12.5,7.5,
National Law School of India University,Bangalore,Karnataka,Private,454500,18,8,
National Law University,New Delhi,Delhi NCR,Government,195000,14,7.5,
Navrachana University,,Gujarat,Engineering,114000,7.2,7.7,
NDMC Medical College,New Delhi,Delhi NCR,Government,225000,6.5,7,
NEHU Shillong,Shillong,Meghalaya,Central University,100000,6.5,7.5,
Netaji Subhas Medical College & Hospital,Patna,Bihar,Private,1946200,6.5,6.5,
Netaji Subhas University,Delhi,Jharkhand,Engineering,50000,8.5,9,100
Netaji Subhash Chandra Bose Medical College,Jabalpur,Madhya Pradesh,Government,72600,6.5,7,
NETES Institute of Technology and Science,,Assam,Engineering,90000,7,6.8,
New Horizon College of Engineering,,Karnataka,Engineering,250000,7.8,8,
NID Ahmedabad,Ahmedabad,Gujarat,Government,120000,6.5,7,
NIFT Delhi,New Delhi,Delhi,Government,120000,6.5,7,
Nilai Institute of Technology,,Jharkhand,Engineering,75000,6,6.5,
NIMS University,Jaipur,Rajasthan,Private,2580000,6,6,
Nirma University,Ahmedabad,Gujarat,Private,245800,10,8.4,
NITTE,Mangaluru,Karnataka,University,200000,8,7,66
Nitte Meenakshi Institute of Technology,,Karnataka,Engineering,58806,7.6,7.8,
NLIU Bhopal,Bhopal,Madhya Pradesh,NLU,140000,11,7.5,12
NLSIU Bangalore,Bangalore,Karnataka,NLU,216200,16,9.3,
NLU Delhi,New Delhi,Delhi,NLU,210000,21,9,2
NLU Jodhpur,Jodhpur,Rajasthan,NLU,160000,12,7.8,8
NMAM Institute of Technology,,Karnataka,Engineering,163000,7.5,7.9,
NMIMS University Mumbai,Mumbai,Maharashtra,Private,2100000,23,8.5,
Noida Institute of Engineering and Technology,,Uttar Pradesh,Engineering,614000,7.8,7.6,
North East Frontier Technical University,,Arunachal Pradesh,Engineering,150000,8.7,8.3,
North Eastern Regional Institute of Science and Technology,,Arunachal Pradesh,Engineering,20470,5.1,6.9,
North-Eastern Hill University,,Meghalaya,Engineering,5060,6.6,7.9,
Northern India Institute of Fashion Technology,Mohali,Punjab,Government,119750,6.5,7,
NSS College of Engineering,,Kerala,Engineering,8739,8.2,8.3,
NSUT Delhi,New Delhi,Delhi,State University,185000,14,8.3,
NUJS Kolkata,Kolkata,West Bengal,NLU,210000,16,9,
"O.P. Jindal Global University, Jindal Global Law School",Sonepat,Haryana,Private,700000,18,6.5,
OP Jindal Global University,Sonepat,Haryana,Private,70000,18,6.5,
OP Jindal University,,Chhattisgarh,Engineering,131000,8.4,8.9,
"OPJS University, Churu",,Rajasthan,Engineering,71200,6.3,7.2,
Oriental University,,Madhya Pradesh,Engineering,65000,7.1,7.2,
Orissa Engineering College,,Odisha,Engineering,86500,7.3,7.5,
Osmania University,Hyderabad,Telangana,University,27770,8.4,7,43
P.P. Savani University,Surat,Gujarat,Private,97650,6.5,6.5,
"P.P. Savani University, Surat",,Gujarat,Engineering,111500,8.7,9.3,
P.U. Swami Sarvanand Giri Regional Centre,Hoshiarpur,Punjab,Government,114305,6.5,7,
"Pacific University, Udaipur",,Rajasthan,Engineering,80000,7.2,7.7,
"Padre Conceicao College of Engineering, Salcete",,Goa,Engineering,130000,6.8,6.6,
Pandit Bhagwat Dayal Sharma University of Health Sciences,Rohtak,Haryana,Government,24125,6.5,7,
"Pandit Deendayal Energy University, School of Technology",Gandhinagar,Gujarat,Private,253000,42,8.5,
Pandit Deendayal Petroleum University / (Energy,,Gujarat,Engineering,253000,8.1,8.6,
"Pandit Deendayal Petroleum University, School of Technology",,Gujarat,Engineering,253000,7.9,8.6,
Pandit Deendayal Upadhyay Medical College,Rajkot,Gujarat,Government,25000,6.5,7,
Panjab University,Chandigarh,Chandigarh,State University,20885,8,7.5,38
Parala Maharaja Engineering College,,Odisha,Engineering,33400,5.7,7.3,
Parul University,Vadodara,Gujarat,Private,102300,45.98,8.5,
Patna Law College,Patna,Bihar,Government,2220,6.5,7,
Patna Medical College & Hospital,Patna,Bihar,Government,9500,6.5,7,
Patna University,Patna,Bihar,State University,150000,6.5,7.5,
"PDM University, Bahadurgarh, Bahadurgarh",,Haryana,Engineering,100200,7.1,7.4,
Periyar University,Salem,Tamil Nadu,University,200000,6.5,7,56
Perunthalaivar Kamarajar Institute of Engineering and Technology,,Puducherry,Engineering,31915,8,8,
PES College of Engineering,Bangalore,Karnataka,Engineering,76800,7.3,7.7,
"PG Government College for Girls, Chandigarh",,Chandigarh,Engineering,55260,8.2,8.1,
Pimpri Chinchwad College of Engineering,,Maharashtra,Engineering,138559,8.6,8.1,
Plaksha University,Mohali,Punjab,Private,880000,15,8.5,
"Plaksha, Mohali",,Punjab,Engineering,690000,6,6.5,
"Plastindia International University, Dadra & Nagar Haveli",,Dadra,Engineering,150000,6,6.5,
Pondicherry University,Puducherry,Puducherry,Central University,26218,8,7.8,
"Poornima College of Engineering, Jaipur",,Rajasthan,Engineering,170000,7.6,7.5,
Post Graduate Government College for Girls,Chandigarh,Chandigarh,Government,27092,6.5,7,
Post Graduate Institute of Medical Education & Research,Chandigarh,Chandigarh,Government,3030,6.5,7,
"Pragjyotish College, Guwahati",,Assam,Engineering,24000,4.3,6.5,
Prasad V. Potluri Siddhartha Institute of Technology,,Andhra Pradesh,Engineering,280000,7.9,7.9,
Presidency University Kolkata,Kolkata,West Bengal,State University,150000,7.5,7.5,
"Presidency University, Bangalore",,Karnataka,Engineering,210000,8.2,8.3,
Prestige Institute of Management and Research,Indore,Madhya Pradesh,Private,159000,32,8.5,
PSG College of Technology,Coimbatore,Tamil Nadu,Private,87000,7.5,9,51
"PSV College of Engineering and Technology, Pondicherry",,Puducherry,Engineering,30000,5,5.3,
Pt Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,Government,12395,6.5,7,
Pt. Jawahar Lal Nehru Government Medical College and Hospital,Chamba,Himachal Pradesh,Government,60000,6.5,7,
Pune University SPPU,Pune,Maharashtra,State University,150000,9,7.5,
Punjab Agricultural University,Ludhiana,Punjab,University,94960,7,7,57
Punjab Engineering College University of Technology,Chandigarh,Chandigarh,Government,207000,52,8,
Punjab Institute of Medical Sciences,Jalandhar,Punjab,Private,529500,6.5,6.5,
Purnea College of Engineering,Purnea,Bihar,Engineering,150000,6,8.5,
Quantum University,Roorkee,Uttarakhand,Private,172500,33.5,8.5,
Quest Group of Institutions,Mohali,Punjab,Private,100200,6.5,6.5,
R V College of Engineering,,Karnataka,Engineering,350000,9,8.5,
R V S College of Engineering and Technology,,Puducherry,Engineering,40000,6,6.5,
R.H. Patel Institute of Management,Kheda,Gujarat,Private,56000,6.5,6.5,
Radha Govind University,,Jharkhand,Engineering,60000,8.4,8.6,
Raghu Engineering College,,Andhra Pradesh,Engineering,85000,8.5,8.1,
Raipur Institute of Technology,,Chhattisgarh,Engineering,273000,8,8,
Rajagiri School of Engineering & Technology,,Kerala,Engineering,87000,8.6,8.2,
Rajalakshmi Engineering College,,Tamil Nadu,Engineering,50000,8.3,7.8,
Rajasthan University,Jaipur,Rajasthan,State University,150000,6,7.5,
Rajasthan University of Health Sciences,Jaipur,Rajasthan,Government,85000,6.5,7,
Rajeev Gandhi Memorial College of Engineering and,,Andhra Pradesh,Engineering,69100,6.2,7.4,
"Rajiv Gandhi College of Engineering and Technology, Pondicherry",,Puducherry,Engineering,40000,6.9,6.8,
Rajiv Gandhi Government Polytechnic,,Arunachal Pradesh,Engineering,15350,6,6.5,
Rajiv Gandhi govt. Engineering college,Kangra,Himachal Pradesh,Government,56870,6,7,
"Rajiv Gandhi govt. Engineering college, Kangra",,Himachal Pradesh,Engineering,61070,5.6,7.5,
Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,Government,256000,24,8.6,
Rajiv Gandhi National University of Law,Patiala,Punjab,Government,242500,10,7,
Rajiv Gandhi Proudyogiki Vishwavidyalaya,Bhopal,Madhya Pradesh,Government,44500,18,8,
Rajiv Gandhi University,,Arunachal Pradesh,Engineering,19850,5.4,7,
"Rajiv Gandhi University of Knowledge Technologies,",,Andhra Pradesh,Engineering,39000,7.7,8.2,
"Rama University, Kanpur",,Uttar Pradesh,Engineering,90000,6.6,6.7,
Ramaiah Institute of Technology,,Karnataka,Engineering,86226,8.3,8.4,
Ramchandra Chandarvansi Institute of Technology,,Jharkhand,Engineering,63200,7,7.7,
Ramgarh Engineering College,,Jharkhand,Engineering,150000,4.6,6.7,
"Ramgovind Institute of Technology, Kodarma",,Jharkhand,Engineering,34000,2.5,4.9,
Ramrao Adik Institute of Technology,,Maharashtra,Engineering,325000,8.7,8.6,
Ras Bihari Bose Subharti University,Dehradun,Uttarakhand,Private,240000,6.5,6.5,
Rashtrakavi Ramdhari Singh Dinkar College of Engineering,,Bihar,Engineering,2630,4.7,6.5,
Rashtrasant Tukadoji Maharaj Nagpur University,,Maharashtra,Engineering,33600,6.9,7.5,
"Rayat Bahra University, Mohali",,Punjab,Engineering,100000,7.4,7.7,
RDJM Medical College & Hospital,Muzaffarpur,Bihar,Private,1390000,6.5,6.5,
"Regency Institute of Technology, Yanam",,Puducherry,Engineering,41263,4.4,5.7,
Regional Institute of Science and Technolog,,Meghalaya,Engineering,125000,7,8.2,
"REVA University, Bangalore",,Karnataka,Engineering,225000,7.8,8.4,
Rewa Engineering College,Rewa,Madhya Pradesh,Government,49800,6,7,
RIMT University,Gobindgarh,Punjab,Private,193000,6,6,
"RIMT University, Gobindgarh",,Punjab,Engineering,135000,6.7,7.6,
RK University,,Gujarat,Engineering,76500,7.8,8.5,
"RKDF University, Bhopal",,Madhya Pradesh,Engineering,55000,6.5,7.6,
"RKDF University, Ranchi",,Jharkhand,Engineering,110000,6,6.5,
RNT Medical College,Udaipur,Rajasthan,Government,125246,6.5,7,
Roorkee Institute of Technology,Roorkee,Uttarakhand,Private,109900,18,8,
Royal Global University,,Assam,Engineering,142000,6.5,7.6,
Royal School of Engineering and Technology,,Assam,Engineering,142000,4,6.2,
"RP Sharma Institute of Technology, Patna",,Bihar,Engineering,85000,5.1,6.8,
RSR Rungta College of Engineering and Technology,,Chhattisgarh,Engineering,75100,7.3,7.5,
RTC Institute of Technology,,Jharkhand,Engineering,78800,7.4,7.7,
RTM Nagpur University,Nagpur,Maharashtra,State University,150000,7,7.5,
RUHS College of Medical Sciences,Jaipur,Rajasthan,Government,125246,6.5,7,
Rungta College of Engineering and Technology,,Chhattisgarh,Engineering,76100,8.2,7.7,
RV College of Architecture,Bangalore,Karnataka,Private,113060,6.5,6.5,
RV College of Engineering,Bangalore,Karnataka,Private,155000,8,7.7,63
RVS College of Engineering and Technology,,Jharkhand,Engineering,89400,7.5,7.7,
S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,University,200000,7.58,7,12
Sagi Ramakrishnam Raju Engineering College,,Andhra Pradesh,Engineering,30000,8.2,8.2,
Saharsa College of Engineering,,Bihar,Engineering,150000,6,7.7,
Sahibzada Ajit Singh Group of Institutions,Mohali,Punjab,Private,71200,6.5,6.5,
Sahrdaya College of Engineering,,Kerala,Engineering,35000,6.6,7.1,
"Sai Nath University, Ranchi",,Jharkhand,Engineering,53000,6.9,6.8,
"Saintgits College of Engineering, Kottayam",,Kerala,Engineering,75000,7.8,8.3,
SAL Education Campus,Ahmedabad,Gujarat,Private,64000,6.5,6.5,
"Sandip University, Madhuban",,Bihar,Engineering,160000,8.2,8.4,
"Sangam University, School of Management Studies",Bhilwara,Rajasthan,Private,138500,6.5,6.5,
Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,Government,43250,6.5,7,
Sanskriti University,,Uttar Pradesh,Engineering,115000,6.9,7,
Sant Baba Bhag Singh University,Jalandhar,Punjab,Private,46850,7,8.5,
Sant Longowal Institute of Engineering and Technology,Longowal,Punjab,University,88000,8.5,7.5,85
Sarala Birla University,,Jharkhand,Engineering,131200,8.4,8.5,
Sardar Patel Medical College,Bikaner,Rajasthan,Government,125300,6.5,7,
Sardar Patel University,Vallabh Vidyanagar,Gujarat,Government,89907,6,7.8,
Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,Government,185000,10.19,8,
Sarojini Naidu Medical College,Agra,Uttar Pradesh,Government,36000,6.5,7,
Sarvajanik University,Surat,Gujarat,Private,49750,23,8.5,
SASTRA University,Thanjavur,Tamil Nadu,Private,350000,7.5,6.5,
"SASTRA University, Thanjavur",,Tamil Nadu,Engineering,167000,8.7,8.1,
Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,University,200000,6.5,7,51
Saurashtra University,Rajkot,Gujarat,Government,120000,6.5,7,
Saveetha Engineering College,,Tamil Nadu,Engineering,85000,7.7,8,
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,University,200000,7,7,11
Savitribai Phule Pune University,Pune,Maharashtra,University,200000,9,8,23
SCD Government College,Ludhiana,Punjab,Government,7600,6.5,7,
Scholar's Institute of Technology and Management,,Assam,Engineering,125000,3,5.5,
"School of Engineering and Technology, NCU",,Delhi NCR,Engineering,260000,6,9,
"School of Law, Christ University",Bangalore,Karnataka,Private,322000,6.5,6.5,
School of Management - IIT Mandi,Mandi,Himachal Pradesh,Government,407000,6.5,7,
Seacom Skills University,,West Bengal,Engineering,82000,6.7,7.5,
"Seemanta Engineering College, Mayurbhanj",,Odisha,Engineering,220000,7,8,
Seth Jai Parkash Mukand Lal Institute of,,Haryana,Engineering,89090,6.8,7.3,
Shaheed Bhagat Singh Evening College,New Delhi,Delhi NCR,Government,16575,6.5,7,
Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,University,200000,7.5,7,28
Sharda University,Greater Noida,Uttar Pradesh,Private,163770,7,6.5,86
"Sharda University, School of Medical Sciences and Research",Greater Noida,Uttar Pradesh,Private,1269319,6.5,6.5,
Sher-e-Kashmir University of Agricultural Sciences and Technology,,Jammu,Engineering,60000,5.9,7.4,
Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu,Jammu,Jammu & Kashmir,Government,26900,6.5,7,
Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,Srinagar,Jammu & Kashmir,Government,30600,6.5,7,
Sher-i-Kashmir Institute of Medical Sciences,Srinagar,Jammu & Kashmir,Government,94500,6.5,7,
Shershah College of Engineering,,Bihar,Engineering,5000,6.5,7.6,
"Shillong Polytechnic, Mawlai",,Meghalaya,Engineering,150000,6,6.5,
Shiv Nadar University,Greater Noida,Uttar Pradesh,Private,200000,12,8.5,62
"Shiva Group of Institutions, Bilaspur",,Himachal Pradesh,Engineering,72200,3.5,5,
Shivaji College,New Delhi,Delhi NCR,Government,20570,24,8.5,
Shivalik College of Engineering,Dehradun,Uttarakhand,Private,143900,42,7.2,
"Shobhit University, Meerut",,Uttar Pradesh,Engineering,111200,7,7.8,
Shoolini University,Solan,Himachal Pradesh,Private,260000,42,8.5,
Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,University,200000,8,7,70
Shree Narayan Medical Institute & Hospital,Saharsa,Bihar,Private,1600000,6.5,6.5,
"Shree Rayeshwar Institute of Engineering and Information Technology, North Goa",,Goa,Engineering,102300,7.2,6.6,
Shri Govind Guru University,Godhra,Gujarat,Government,1465,6.5,7,
Shri Govindram Seksaria Institute of Technology and,Indore,Madhya Pradesh,Engineering,75550,7.5,7.4,
Shri Guru Ram Rai Institute of Medical and Health Sciences,Dehradun,Uttarakhand,Private,2185000,6.5,6.5,
Shri Guru Ram Rai University,Dehradun,Uttarakhand,Private,40050,12,7.5,
Shri Krishna Medical College,Muzaffarpur,Bihar,Government,49800,6.5,7,
Shri Lal Bahadur Shastri Government Medical College & Hospital,Mandi,Himachal Pradesh,Government,60000,6.5,7,
Shri Mata Vaishno Devi University,Katra,Jammu & Kashmir,Government,163990,19.5,7.6,
Shri Ram College of Commerce,New Delhi,Delhi NCR,Government,32420,35,8.5,
Shri Ramdeobaba College of Engineering and Management,,Maharashtra,Engineering,145000,8.3,8.1,
Shri Rawatpura Sarkar University,,Chhattisgarh,Engineering,40600,8.5,8.5,
Shri Shankaracharya Group of Institutions,,Chhattisgarh,Engineering,283000,7,7.6,
Shri Shankaracharya Institute of Professional Management and,,Chhattisgarh,Engineering,73880,7.7,8,
Shri Vaishnav Institute of Management and Science,Indore,Madhya Pradesh,Private,61500,9,7,
Shri Vishnu Engineering College for Women,,Andhra Pradesh,Engineering,95000,8.8,8.8,
"Shridhar University, Pilani",,Rajasthan,Engineering,99300,7.3,6.7,
Shrimant Rajmata Vijayaraje Scindia Medical College Shivpuri,Shivpuri,Madhya Pradesh,Government,130000,6.5,7,
Siddaganga Institute of Technology,,Karnataka,Engineering,79475,8,7.8,
Sikkim Manipal University,,Sikkim,Engineering,260000,6.8,7.4,
Siksha `O` Anusandhan,Bhubaneswar,Odisha,University,200000,7.5,7,14
Silicon Institute of Technology,,Odisha,Engineering,600000,7.7,7.7,
Siliguri Institute of Technology,,West Bengal,Engineering,393000,7.2,7.8,
"Singhania University, Jhunjhunu",,Rajasthan,Engineering,42000,7,7.1,
Sister Nivedita University,,West Bengal,Engineering,149500,7.8,8.2,
Sitamarhi Institute of Technology,Sitamarhi,Bihar,Engineering,150000,4.7,5.6,
Sityog Institute of Technology,Aurangabad,Bihar,Private,120000,5.7,6,
"Sityog Institute of Technology, Aurangabad",,Bihar,Engineering,111000,6.2,7.3,
SMS Medical College,Jaipur,Rajasthan,Government,125300,6.5,7,
SOIL Institute of Management,Gurgaon,Haryana,Private,1533226,20.7,8.5,
"Sona College of Technology, Salem",,Tamil Nadu,Engineering,200000,7.9,8.1,
Sophia Homeopathic Medical College and Research Center,Gwalior,Madhya Pradesh,Private,315000,6.5,6.5,
